gene,control,treated,log2(fold_change)
GPR162,0.108781,0.725214,2.73697
LEPREL2,0.450139,3.07596,2.7726
GNB3,0.935659,1.24199,0.408593
USP5,45.4765,41.2907,-0.139304
TPI1,835.629,636.977,-0.391621
RPL13P5,1.77155,3.76505,1.08766
DSTNP2,3.29437,4.88406,0.568077
LRRC23,3.68336,8.00841,1.12049
ENO2,11.6304,21.2842,0.871882
ATN1,7.7481,6.32252,-0.293342
C12orf57,223.855,212.538,-0.0748454
PTPN6,18.6644,21.2406,0.186538
MIR200C,0,0,0
MIR141,0,0,0
EMG1,93.9849,61.7131,-0.606853
C1S,0.0595016,0.107396,0.851937
MATL2963,0.829519,1.12879,0.444431
CLSTN3,6.16883,21.8724,1.82604
PEX5,19.1583,17.9123,-0.0970162
ACSM4,0.0287301,0,-1.79769e+308
DPPA3,0.0350518,0.190522,2.4424
NANOGNB,0.0206879,0.168406,3.02509
NANOG,0,0.0141978,1.79769e+308
FOXJ2,4.59395,5.69019,0.30874
NECAP1,20.0553,20.3982,0.0244599
CLEC4A,0.502507,0.559134,0.15405
ZNF705A,0.0137534,0.0292608,1.08918
FAM66C,0.0048405,0.0353041,2.86661
CLEC6A,0,0,0
CLEC4D,0,0,0
RIMKLB,0.00792404,0.274829,5.11616
A2ML1,0,0.0264022,1.79769e+308
PHC1,2.50964,6.41542,1.35406
KLRG1,0.223383,0.516462,1.20915
LOC144571,0.0149025,0.0678428,2.18664
LOC100499405,0.019592,0.0475908,1.28042
LOC642846,10.6171,9.41982,-0.172614
LOC374443,3.44771,4.59696,0.415041
CLEC2D,1.79642,2.33927,0.380933
KLRF1,0,0,0
KLRF2,0.0273743,0.296128,3.43533
CLEC12A,0,0.0681675,1.79769e+308
CLEC12B,0,0,0
CLEC9A,0.0200553,0.0364731,0.86285
C12orf59,0.00572768,0.020878,1.86596
GABARAPL1,2.1643,11.0887,2.35712
KLRD1,0.00511255,0.00466041,-0.133586
PRH2,0.0883858,0.0819361,-0.109317
LOC100129361,17.5151,14.879,-0.235321
LOC338817,0.0598907,0.0468144,-0.355379
ETV6,10.3872,9.10475,-0.190113
BCL2L14,0,0,0
MIR1244-2,0,0,0
LOH12CR1,5.81801,8.64827,0.571886
CREBL2,5.72147,8.14937,0.510303
CDKN1B,48.2503,47.8691,-0.0114446
APOLD1,0.825495,2.46578,1.57871
MIR613,0,0,0
DDX47,46.1814,35.0469,-0.398027
RPL13AP20,6.1698,6.43803,0.0613947
GPRC5A,0.0111888,0.122362,3.45102
MIR614,0,0,0
LOC100506314,0.0766135,0.0871019,0.185104
HTR7P1,0.0638465,0.326823,2.35583
KIAA1467,1.42327,4.37067,1.61865
EMP1,0.466979,2.84914,2.6091
ATF7IP,10.2574,12.4315,0.277338
H2AFJ,2.25461,7.2478,1.68466
C12orf60,1.91975,3.33728,0.797753
PDE6H,0.026593,0.0479645,0.850923
PTPRO,0.214859,0.399141,0.893509
STRAP,118.486,94.2702,-0.329842
DERA,15.0855,13.7462,-0.13413
MGST1,346.694,216.462,-0.67955
SKP1P2,0.0793991,0.0483956,-0.714247
MIR3974,0,0,0
PIK3C2G,0,0,0
CAPZA3,0,0,0
PLEKHA5,0.264437,2.15111,3.02408
AEBP2,5.95578,7.20401,0.274509
LOC100506393,0,0,0
PDE3A,0.135673,0.514602,1.92333
SLCO1C1,0,0,0
SLCO1B3,0.058032,0.182729,1.65479
SLCO1B7,0,0,0
SLCO1B1,0.320997,1.02903,1.68066
IAPP,0,0.0151617,1.79769e+308
PYROXD1,5.64425,5.27027,-0.0989047
GOLT1B,22.909,23.2555,0.0216543
C12orf39,0.150357,0.505736,1.74999
CMAS,25.7944,39.5338,0.616027
ETNK1,16.2156,20.4913,0.337626
MIR920,0,0,0
LRMP,34.8187,51.3317,0.559985
LYRM5,10.7806,14.6056,0.438087
RASSF8,0.0683052,0.944264,3.78912
SSPN,0.250738,0.47842,0.932096
FGFR1OP2,29.6927,44.4798,0.583041
MED21,20.8105,26.6137,0.354854
STK38L,8.52576,11.6993,0.456525
ARNTL2,1.21626,1.79145,0.558679
C12orf70,0.0137319,0.0124634,-0.139826
PPFIBP1,2.35989,7.03131,1.57507
REP15,0.938951,2.22784,1.24652
MRPS35,63.4563,42.24,-0.587156
KLHDC5,0.661981,0.547955,-0.272733
CCDC91,5.40815,6.28067,0.215782
FAR2,1.195,1.30825,0.130628
LOC100287314,0,0.0714481,1.79769e+308
TSPAN11,0.0332764,0.0911072,1.45307
DDX11,32.9508,25.0968,-0.392811
FLJ13224,0.0722992,0.0563482,-0.359611
METTL20,0.433043,1.65765,1.93655
C12orf35,11.2214,13.5781,0.27502
BICD1,5.22709,8.91599,0.770387
FGD4,5.75595,6.69573,0.218187
DNM1L,35.4634,33.9729,-0.0619435
ALG10,5.88379,6.36939,0.11441
ALG10B,3.64439,4.35931,0.25842
C12orf40,0,0.00521152,1.79769e+308
LRRK2,0.016494,0.0391599,1.24743
CNTN1,0.180931,0.660081,1.8672
PDZRN4,0,0.0133384,1.79769e+308
PPHLN1,54.2785,58.873,0.117226
IRAK4,4.74885,7.6554,0.688898
TMEM117,1.43689,1.57978,0.136771
ANO6,11.6481,14.5357,0.31951
ARID2,13.7515,11.4449,-0.264883
MIR4698,0,0,0
FAM113B,1.04979,1.7747,0.757479
SLC48A1,11.2955,20.7297,0.875947
TMEM106C,107.041,129.94,0
PFKM,68.2235,59.7334,-0.19173
C12orf68,0.00690903,0.773955,6.80762
H1FNT,0,0,0
ANP32D,0,0,0
C12orf54,0,0,0
OR8S1,0,0,0
LOC255411,0,0.0345709,1.79769e+308
CACNB3,2.78454,7.34243,1.39882
CCDC65,0.283752,0.299767,0.079211
WNT1,0.0710667,0.252395,1.82844
TUBA1C,318.806,220.38,-0.532688
PRPH,0.0995855,2.00964,4.33486
TROAP,75.3035,63.6496,-0.242566
DNAJC22,0.0545181,0.57037,3.38709
SPATS2,36.2841,34.3406,-0.0794218
LOC100335030,0.275718,0.301626,0.129567
KCNH3,0.207343,1.88734,3.18626
PRPF40B,0.960373,2.48803,1.37334
TMBIM6,263.54,264.896,0.00740479
LOC100286844,0.815789,1.49535,0.874215
AQP2,0,0.0102173,1.79769e+308
AQP5,0,0.0165929,1.79769e+308
AQP6,0.0120821,0.0605462,2.32517
ACCN2,4.48771,8.90804,0.989127
SMARCD1,39.6965,42.5546,0.100305
GPD1,13.6232,10.2134,-0.415605
COX14,103.559,102.838,-0.0100742
LARP4,38.5166,32.9556,-0.224956
DIP2B,7.07876,8.99163,0.345086
ATF1,18.0148,16.2174,-0.151638
TMPRSS12,0,0,0
METTL7A,93.5189,160.26,0.777083
HIGD1C,0,0,0
LETMD1,20.6678,23.9656,0.213577
DAZAP2,89.7314,85.1014,-0.076431
SLC4A8,0.00390781,0.0542606,3.79547
SCN8A,0,0.00871557,1.79769e+308
ANKRD33,0,0,0
ACVRL1,0,0.0103545,1.79769e+308
ACVR1B,2.79169,4.18477,0.584011
GRASP,0.0597784,0.217591,1.86393
NR4A1,9.50661,11.9033,0.324354
C12orf44,34.8122,36.3186,0.061118
LOC283404,0.137618,0.171449,0.317104
KRT7,5.85229,5.7872,-0.0161362
KRT86,2.52025,2.92834,0.216518
KRT18,89.5223,93.8901,0.0687259
EIF4B,233.659,197.967,-0.239146
TENC1,0.175657,0.179868,0.0341827
IGFBP6,1.45328,2.21557,0.608362
SOAT2,0.0237045,0.0287705,0.279426
ZNF740,16.8115,21.0758,0.326132
MFSD5,18.0894,20.4364,0.176
ESPL1,11.3179,9.85792,-0.199254
PFDN5,312.334,303.639,-0.0407342
C12orf10,60.1019,57.7904,-0.0565795
SP1,15.172,16.0988,0
AMHR2,0,0,0
PRR13,146.336,160.028,0.129047
PCBP2,217.386,183.81,-0.242043
TARBP2,12.0953,9.34739,-0.371814
LOC100652999,0.565797,0.573276,0.0189449
HOXC13,0.00674644,0.0553026,3.03515
HOXC12,0,0,0
HOXC11,0.0161104,0.124644,2.95174
HOXC10,0,0.198985,1.79769e+308
MIR196A2,0,0,0
HOXC9,0,0,0
HOXC8,0,0.0775127,1.79769e+308
"HOXC4,HOXC5,HOXC6",0.219958,2.03765,3.2116
MIR615,0,0,0
FLJ12825,0.0277845,0.0470633,0.760322
LOC100240734,0.0489263,0,-1.79769e+308
LOC400043,0.0123343,0.806601,6.03111
"HNRNPA1,HNRNPA1P10",1033.77,774.449,-0.416673
COPZ1,92.1646,98.0237,0.0889178
MIR148B,0,0,0
NCKAP1L,46.8662,57.4337,0.293351
PDE1B,3.83111,4.86375,0.344307
MUCL1,0,0.0439277,1.79769e+308
NEUROD4,0,0,0
OR9K2,0,0,0
OR10A7,0,0,0
OR6C74,0,0,0
OR6C1,0,0,0
OR6C3,0,0,0
OR6C75,0,0,0
OR6C65,0,0,0
OR6C76,0,0,0
OR6C2,0,0,0
OR6C68,0,0,0
OR6C4,0,0,0
OR10P1,0,0,0
METTL7B,0.616716,6.64081,3.42868
"BLOC1S1,BLOC1S1-RDH5,RDH5",96.5306,101.294,0.069495
GDF11,5.85212,10.0932,0.786349
ORMDL2,50.4046,54.0443,0.100587
TMEM198B,3.19429,7.33295,1.1989
DGKA,1.9239,5.07083,1.39819
CDK2,34.5542,39.0581,0.176762
RAB5B,16.4423,21.2722,0.371557
SUOX,7.40216,9.32055,0.332469
IKZF4,0.891922,1.06204,0.251849
RPS26,786.676,778.19,-0.0156469
ERBB3,0.304312,3.37036,3.46928
PA2G4,230.459,152.953,-0.591425
RPL41,4626.82,4842.57,0.0657532
ZC3H10,2.9589,4.40532,0.574188
ESYT1,43.9631,43.6693,-0.00967596
MYL6B,36.2176,54.8607,0.599084
MYL6,521.585,558.857,0.099576
OBFC2B,43.0181,40.277,-0.0949899
SLC39A5,0.00838132,0.0152551,0.864041
COQ10A,10.6898,9.74826,-0.133017
IL23A,1.09768,2.02047,0.880233
SPRYD4,17.2876,18.1425,0.0696369
RBMS2,0.364602,1.72851,2.24514
HSD17B6,1.68684,1.00152,-0.752139
GPR182,0.0107742,0.0195869,0.86231
NAB2,2.30972,3.99874,0.791823
LRP1,0.572879,2.5155,2.13454
MIR1228,0,0,0
NXPH4,12.8925,22.9533,0.832164
SHMT2,191.768,111.567,-0.781457
INHBC,0.165303,0.203101,0.297084
INHBE,1.89433,0.639515,-1.56664
GLI1,0.106607,0.580384,2.44471
MARS,105.881,74.0944,-0.515012
MBD6,6.83358,7.19402,0.0741564
KIF5A,0.0883817,1.67448,4.24382
PIP4K2C,12.2518,17.9685,0.552473
DTX3,0.275067,0.876278,1.67161
ARHGEF25,0.33306,3.29111,3.30472
SLC26A10,0.395711,0.891901,1.17243
OS9,147.56,175.4,0.249342
LOC100130776,0.147884,0.302327,1.03165
TSPAN31,11.0156,16.3543,0.570116
09/Mar,8.07503,13.7929,0.772382
METTL21B,7.18247,6.50059,-0.143909
TSFM,33.9479,32.7679,-0.0510398
XRCC6BP1,6.66056,9.09552,0.449514
SLC16A7,2.55068,2.67435,0.0683081
USP15,15.8163,16.4187,0.0539246
MON2,6.55783,8.51044,0.376016
MIRLET7I,0,0,0
TMEM5,10.2674,11.4593,0.158444
SRGAP1,0.00179845,0.108381,5.91321
XPOT,105.052,60.8154,-0.788597
TBK1,25.1565,22.2942,-0.174262
RASSF3,12.2666,14.1129,0.202283
MIR548C,0,0,0
TBC1D30,7.47519,5.62031,-0.411461
FLJ41278,0.6754,0.492561,-0.455441
LEMD3,17.7853,16.9557,-0.0689182
MSRB3,0.383577,1.82899,2.25346
HMGA2,0,0.0617266,1.79769e+308
IRAK3,0.0116946,0.0334951,1.51811
HELB,2.59098,2.64428,0.0293776
CAND1,41.4639,36.4344,-0.186556
DYRK2,6.92213,10.3865,0.585423
RAP1B,74.128,74.2722,0.00280317
NUP107,31.2386,22.5322,-0.47134
SLC35E3,4.80201,5.86261,0.287904
MDM2,10.5254,9.07258,-0.214288
CPSF6,23.1242,21.8812,-0.079713
LYZ,0.0112118,0.0713228,2.66935
YEATS4,28.4936,23.8565,-0.256259
FRS2,2.81199,3.15622,0.16661
MIR3913-2,0,0,0
CCT2,236.117,166.901,-0.500514
RAB3IP,4.32346,5.96891,0.465281
CNOT2,22.527,20.1897,-0.158034
KCNMB4,0.246333,1.77105,2.84593
LGR5,0,0,0
THAP2,1.31334,2.29156,0.803087
TMEM19,15.2181,19.6179,0.366382
RAB21,19.928,19.3881,-0.0396202
TBC1D15,13.829,13.5935,-0.0247747
TPH2,0.00685818,0,-1.79769e+308
TRHDE,0.0027782,0,-1.79769e+308
ATXN7L3B,32.7168,35.6733,0.124814
GLIPR1L1,0.0192456,0.0696791,1.8562
GLIPR1L2,0.0193272,0.0263666,0.448076
GLIPR1,2.19559,2.89781,0.400355
ZDHHC17,10.6551,13.9108,0.384662
NAV3,0.00778691,0.0255993,1.71698
SYT1,0.0294758,0.529102,4.16594
MIR1252,0,0,0
OTOGL,0.18311,0.403316,1.1392
PTPRQ,0.00607312,0.00924101,0.605614
MYF6,0.0129561,0,-1.79769e+308
MYF5,0,0,0
ACSS3,1.29871,1.64678,0.342574
MIR4699,0,0,0
C12orf26,1.72017,1.31664,-0.385692
TMTC2,0.941356,3.26334,1.79353
LRRIQ1,0.0113411,0.137136,3.59598
ALX1,0,0.048914,1.79769e+308
NTS,0.0566496,0.102811,0.859864
C12orf29,11.8085,12.0014,0.0233693
TMTC3,3.15911,3.99926,0.340215
LOC338758,0.143152,0.362441,1.3402
C12orf37,0,0,0
CLLU1,0.00714069,0.00366407,-0.962617
C12orf74,0.0446649,0.169634,1.92521
PLEKHG7,0.0532283,0.172052,1.69258
"NUDT4,NUDT4P1",25.2516,26.2898,0.058131
MRPL42,24.9691,20.5956,-0.277805
SOCS2,0.220997,0.402447,0.864775
CRADD,9.98687,11.2733,0.174807
PLXNC1,6.28083,9.81632,0.644228
LOC144486,0.595123,1.67219,1.49047
"KRT19P2,MIR492",0,0,0
VEZT,15.4026,17.1558,0.155522
MIR331,0,0,0
MIR3685,0,0,0
METAP2,50.7378,43.4911,-0.22234
SNRPF,171.468,115.854,-0.565635
AMDHD1,0.405247,1.5384,1.92455
ELK3,10.5243,18.7348,0.832004
NEDD1,12.0061,13.2106,0.137938
RMST,0,0,0
MIR1251,0,0,0
MIR135A2,0,0,0
TMPO,91.2359,72.2642,-0.33632
SLC25A3,341.724,288.616,-0.243681
SNORA53,1.25465,0.888435,-0.497949
APAF1,1.4632,4.32432,1.56334
FAM71C,0,0.00808471,1.79769e+308
MIR1827,0,0,0
ACTR6,22.124,22.0678,-0.00366844
SCYL2,16.1199,21.7367,0.431288
SLC17A8,0,0.0214874,1.79769e+308
NR1H4,0,0.0433486,1.79769e+308
GAS2L3,1.33645,3.7718,1.49685
ANO4,0.61771,3.42909,2.47282
UTP20,18.7845,12.5926,-0.576965
SPIC,0,0,0
MYBPC1,0.0169592,0.0315839,0.897119
CHPT1,11.9937,19.5195,0.702632
DRAM1,0.528484,2.19085,2.05156
PARPBP,6.81834,5.77403,-0.239843
ASCL1,0,0.00591014,1.79769e+308
STAB2,0,0.0016921,1.79769e+308
"HSP90B1,MIR3652",937.775,551.479,-0.765936
TDG,17.7998,12.4318,-0.517831
HCFC2,1.81343,2.80994,0.631815
TXNRD1,94.8997,81.3763,-0.221795
EID3,0.312878,0.336913,0.10678
CHST11,4.32026,7.49366,0.794553
MIR3922,0,0,0
C12orf45,68.7915,45.6306,-0.59223
KIAA1033,11.4647,13.5165,0.237533
C12orf75,2.17366,12.8307,2.5614
TCP11L2,0.939206,2.93302,1.64287
POLR3B,6.94083,5.45111,-0.348559
RFX4,0,0.0213125,1.79769e+308
RIC8B,3.66067,4.52448,0.305644
C12orf23,13.8642,21.0494,0.602417
BTBD11,0,0.306811,1.79769e+308
PWP1,51.9233,43.3178,-0.261423
ASCL4,0,0,0
WSCD2,0,0.0305723,1.79769e+308
FICD,7.11462,6.36713,-0.160143
ISCU,118.513,142.044,0.261292
DAO,0,0,0
USP30,3.02181,5.62225,0.895732
UNG,44.0981,18.6578,-1.24094
ACACB,0.45069,1.14002,1.33885
MYO1H,0.0183058,0.0567765,1.633
UBE3B,7.45002,9.29572,0.319323
MVK,24.0524,20.9329,-0.200407
C12orf34,1.91337,3.26851,0.772516
MIR4497,0,0,0
TCHP,18.3991,14.1851,-0.375255
ANKRD13A,25.0502,27.414,0.130091
IFT81,5.30621,10.8893,1.03716
ATP2A2,91.3636,66.8349,-0.451019
FAM216A,23.5257,19.0693,-0.302981
RAD9B,0.0438804,0.0638817,0.541827
TCTN1,5.67748,9.09487,0.679802
CCDC63,0,0.00771392,1.79769e+308
LOC100131138,0,0.075319,1.79769e+308
CUX2,0.0291076,0.0735831,1.33798
SH2B3,2.79879,3.47678,0.312949
ACAD10,6.35402,10.104,0.669182
ALDH2,0.0397817,0.355028,3.15776
MAPKAPK5,22.2139,19.9733,-0.153394
ADAM1,1.30328,1.30547,0.00241442
ERP29,406.728,341.625,-0.251652
TRAFD1,22.7095,22.595,-0.0072916
PTPN11,39.916,38.3182,-0.0589344
RPH3A,0.0410519,0.201252,2.29348
OAS1,33.7791,45.6615,0.434847
OAS3,1.81224,9.44827,2.38227
OAS2,37.7962,46.4721,0.298124
DTX1,1.95131,1.78777,-0.126281
CCDC42B,1.56096,1.19408,-0.386531
C12orf52,16.8533,14.9372,-0.174117
TPCN1,15.2597,14.6915,-0.0547513
PLBD2,18.1056,28.5591,0.657515
SDSL,5.87374,12.2917,1.06533
LOC255480,0,0.00393842,1.79769e+308
LINC00173,0.986373,7.88618,2.99912
MAP1LC3B2,7.36618,9.97146,0.436888
RNFT2,2.01696,3.60479,0.837735
FBXW8,5.62125,6.54315,0.219093
RFC5,29.5207,20.1095,-0.553849
PEBP1,531.544,479.523,-0.148588
SUDS3,12.0689,17.3635,0.524761
SRRM4,0,0.00164173,1.79769e+308
HSPB8,0.353052,1.58422,2.16582
CCDC60,0,0,0
TMEM233,0,0.107496,1.79769e+308
PRKAB1,8.25246,7.59006,-0.120712
CCDC64,3.29592,8.13997,1.30434
LOC100506649,4.42497,4.71788,0.0924713
SIRT4,0.509728,1.5327,1.58827
COX6A1,616.105,696.092,0.176102
GATC,30.1924,29.067,-0.0548056
DYNLL1,234.91,248.498,0.0811287
RNF10,80.8132,84.3972,0.0626034
CABP1,0.0551043,0.562891,3.35262
MLEC,77.6199,73.6838,-0.0750791
"MIR4700,UNC119B",5.76336,7.99383,0.471977
ACADS,0.439303,0.713275,0.699242
HNF1A,0.112353,0.124695,0.150366
P2RX7,19.8224,26.0716,0.395351
P2RX4,14.3452,16.2676,0.181435
RNF34,24.2596,23.6572,-0.036278
ORAI1,10.8438,14.0654,0.375275
TMEM120B,5.04374,7.36996,0.547163
SETD1B,6.50721,6.49715,-0.00223368
PSMD9,17.7645,15.6688,-0.181098
WDR66,0.1113,0.0647271,-0.782005
BCL7A,2.19326,3.96897,0.85569
MLXIP,12.2137,15.4928,0.343095
LRRC43,0,0.0730585,1.79769e+308
B3GNT4,0.305475,0.976718,1.67689
LOC100507066,0,0,0
KNTC1,24.5439,20.4928,-0.260245
DENR,35.4339,28.508,-0.313767
CCDC62,0.077519,0.0523204,-0.567178
HIP1R,11.1559,16.7068,0.582627
OGFOD2,13.9576,11.8384,-0.23757
ARL6IP4,111.558,102.994,-0.115239
LOC100507091,0.00743638,0.0203124,1.44969
C12orf65,17.0056,13.2519,-0.359815
SETD8,17.5772,16.838,-0.0619844
SNRNP35,13.1616,16.0782,0.288773
MIR3908,0,0,0
TMED2,179.789,143.673,-0.323518
DDX55,16.3191,10.9742,-0.572449
GTF2H3,14.5838,15.9753,0.13147
TCTN2,1.53138,1.90993,0.318694
ATP6V0A2,6.3548,5.74302,-0.146037
DNAH10,0.234571,0.212909,-0.139787
"FAM101A,ZNF664,ZNF664-FAM101A",53.8138,59.7112,0.150028
BRI3BP,31.3224,22.6211,-0.469523
AACS,19.7879,16.6667,-0.247655
TMEM132B,1.45404,3.00669,1.04811
LOC100128554,0,0.00556037,1.79769e+308
LOC100507206,0.0431543,0.111341,1.3674
FLJ37505,0,0.00739967,1.79769e+308
TMEM132C,0.804736,1.41716,0.816416
MIR3612,0,0,0
GLT1D1,0.00588135,0.0589504,3.32528
FZD10,0.678983,1.09756,0.692856
PIWIL1,0.0573205,0.103809,0.856814
RAN,611.618,406.671,-0.588769
GPR133,0.008604,0.0706671,3.03796
LOC116437,0.0130385,0.124708,3.25771
SFSWAP,18.5202,19.3636,0.0642479
MMP17,2.37534,3.33696,0.490402
ULK1,6.29057,6.90742,0.134958
PUS1,23.8433,17.303,-0.462565
EP400,6.04591,5.84485,-0.0487957
SNORA49,0,4.94091,1.79769e+308
EP400NL,1.22334,1.5626,0.353118
NOC4L,23.0268,21.4138,-0.104776
LOC100130238,0.0289634,0.356352,3.621
FBRSL1,5.16878,7.07661,0.453235
P2RX2,0.0121532,0.0441574,1.86132
PXMP2,15.1475,15.7759,0.0586438
PGAM5,30.778,21.7882,-0.49835
ZNF26,1.70749,1.99285,0.22295
ZNF84,1.55144,1.9299,0.314914
ZNF140,3.57835,3.62523,0.01878
ZNF10,2.59841,3.15742,0.281116
ZNF268,2.83712,2.70141,-0.0707154
FAM138D,0,0.0430635,1.79769e+308
LOC574538,0,0,0
SLC6A12,0.0200161,0.617183,4.94646
SLC6A13,0.0477183,0,-1.79769e+308
KDM5A,9.1782,12.1808,0.408322
NINJ2,0.119178,0.169701,0.509876
RAD52,3.11135,3.43577,0.143094
FBXL14,7.93139,7.9819,0.0091592
MIR3649,0,0,0
CACNA2D4,0.031317,0.0892889,1.51153
LOC100271702,0,0.0125383,1.79769e+308
DCP1B,2.7536,3.61756,0.3937
LOC100652846,0.038058,0.155733,2.03281
LOC283440,0,0.0347474,1.79769e+308
NRIP2,0.863132,0.618747,-0.480233
FOXM1,36.0226,24.5873,-0.55099
EFCAB4B,3.76122,2.3264,-0.693105
PARP11,1.89035,2.07836,0.136791
FGF23,0,0,0
FGF6,0,0,0
C12orf4,4.41138,6.06672,0.459687
AKAP3,0.0631289,0.350044,2.47116
ANO2,0.118221,0.433824,1.87563
VWF,0.127575,0.340027,1.4143
TNFRSF1A,11.6794,10.0957,-0.210229
SCNN1A,0.104137,0.0814513,-0.354475
LOC678655,1.28697,1.939,0.591334
VAMP1,7.94892,13.5456,0.768991
MRPL51,217.546,198.691,-0.130789
IFFO1,5.82623,7.00023,0.26484
NOP2,65.5409,44.017,-0.574336
CHD4,76.931,85.2639,0.14837
SCARNA11,0,0,0
LPAR5,0.0237691,0.00541443,-2.1342
ACRBP,0.0350836,0.175572,2.32319
ING4,11.1238,14.367,0.369118
ZNF384,20.6299,19.4246,-0.0868502
C12orf53,0.187071,1.18453,2.66266
MLF2,85.1647,104.044,0.28887
CDCA3,25.6135,22.2963,-0.200102
SPSB2,3.02448,6.53949,1.11249
PHB2,209.686,200.926,-0.0615619
SCARNA12,27.2738,18.5023,-0.559809
LPCAT3,36.2962,39.2091,0.11137
C1R,0.186373,0.913847,2.29376
C1RL,1.19288,2.76776,1.21427
RBP5,0.197819,1.00243,2.34124
CD163L1,7.03353,8.61069,0.291881
CD163,0,0.0450863,1.79769e+308
APOBEC1,0,0.133738,1.79769e+308
GDF3,0,0.104287,1.79769e+308
CLEC4C,0.145424,0.228043,0.649039
SLC2A14,0.108909,0.16456,0.595493
SLC2A3,10.3124,16.3036,0.660811
C3AR1,9.23787,13.4234,0.539114
POU5F1P3,0.156947,0.0921958,-0.767504
FAM90A1,0.0511913,0.0932675,0.865476
FAM86FP,6.56488,8.65877,0.399394
LOC389634,0.314123,1.4413,2.19797
CLEC4E,0,0,0
AICDA,0,0.00520953,1.79769e+308
MFAP5,0,0,0
M6PR,79.8742,83.4458,0.0631104
C12orf33,0,0.0268298,1.79769e+308
A2M,0,0.0152247,1.79769e+308
PZP,0,0,0
A2MP1,0,0,0
MIR1244-1,0,0,0
DDX12P,16.1958,14.6554,-0.144189
KLRB1,0,0,0
CLECL1,0.064851,0.0373537,-0.795877
CD69,0.0100075,0.1911,4.25518
CLEC2B,1.92416,4.77787,1.31214
CLEC2A,0,0,0
CLEC1B,0,0.019685,1.79769e+308
CLEC1A,0.44934,1.11536,1.31163
CLEC7A,101.067,172.607,0.772184
OLR1,0,0,0
"KLRC4,KLRC4-KLRK1,KLRK1",0,0.277078,1.79769e+308
KLRC3,0,0,0
KLRC2,0,0.0790474,1.79769e+308
KLRC1,0,0.0287196,1.79769e+308
KLRAP1,1.08395,1.26896,0.22734
MAGOHB,11.5063,7.73955,-0.572098
STYK1,0,0.130618,1.79769e+308
CSDA,85.0311,79.121,-0.10393
TAS2R7,0,0,0
TAS2R8,0.0200479,0.0181388,-0.144376
TAS2R9,0.0167764,0,-1.79769e+308
TAS2R10,0.303166,0.164564,-0.881459
"PRH1,PRH1-PRR4,PRR4",3.61531,2.71778,-0.411693
TAS2R13,0.0102878,0.0187055,0.862525
TAS2R14,0.79714,1.54833,0.957809
TAS2R50,0.0183431,0.0498267,1.44168
TAS2R20,0.501018,0.613048,0.291138
TAS2R19,0.0418276,0.24586,2.55531
TAS2R31,0.0804669,0.0485841,-0.727911
TAS2R46,0,0,0
TAS2R43,0.00887694,0.0482404,2.44211
TAS2R30,0,0,0
TAS2R42,0.0196515,0.0177836,-0.144091
PRB3,0,0,0
PRB4,0.0204607,0,-1.79769e+308
PRB1,0,0,0
PRB2,0,0,0
LRP6,5.35317,7.61761,0.508945
MANSC1,2.12593,3.62761,0.770927
LOH12CR2,0.496317,1.12269,1.17763
DUSP16,7.87239,8.23871,0.0656155
GPR19,0.229841,0.296146,0.365676
GPRC5D,2.67831,8.02434,1.58306
HEBP1,6.42055,11.544,0.846378
GSG1,0.0270465,0,-1.79769e+308
C12orf36,0,0.00901287,1.79769e+308
GRIN2B,0,0,0
PLBD1,0.00853977,0.0932535,3.44889
GUCY2C,0.00407779,0.0223145,2.45212
HIST4H4,0.659401,1.28426,0.961708
WBP11,65.5517,57.0579,-0.200208
C12orf69,0.132154,0.17692,0.420874
ART4,0,0,0
MGP,0.0246075,0.0558761,1.18313
ERP27,0.331368,0.461785,0.478786
ARHGDIB,352.935,342.231,-0.0444318
RERG,0.0322255,0.165314,2.35894
EPS8,0.593117,2.08726,1.81522
SLC15A5,0,0,0
LMO3,0.0602588,0.0590194,-0.0299833
RERGL,3.11489,4.49326,0.528583
PLCZ1,0,0,0
SLCO1A2,0.00994361,0.0599177,2.59114
RECQL,23.8833,26.2658,0.137185
GYS2,0.0556678,0.0461326,-0.271058
LDHB,1204.28,1047.77,-0.200853
KCNJ8,0,0,0
ABCC9,2.78166,3.9686,0.512684
ST8SIA1,0.339513,0.724375,1.09327
KIAA0528,13.0186,12.1215,-0.103002
SOX5,0,0.0218368,1.79769e+308
LINC00477,0,0,0
BCAT1,2.08418,2.60485,0.321718
C12orf77,0.0788978,0.614556,2.96149
CASC1,0.0350243,0.0665811,0.926755
KRAS,31.761,40.4412,0.348571
IFLTD1,0,0,0
MIR4302,0,0,0
LOC100506451,0.0203835,0.230579,3.49978
BHLHE41,10.0136,23.0997,1.20591
ITPR2,9.06441,12.3575,0.447099
ASUN,47.2492,37.513,-0.332899
TM7SF3,32.6388,36.7664,0.171803
C12orf71,0.0191221,0.1904,3.31572
MANSC4,0,0.0297432,1.79769e+308
PTHLH,0,0.0826043,1.79769e+308
ERGIC2,42.5113,37.0065,-0.200069
OVCH1,0.00460997,0.00840665,0.866772
TMTC1,1.52055,3.47438,1.19216
IPO8,16.0252,20.8942,0.382759
CAPRIN2,2.10739,5.70267,1.43618
LOC100506660,1.99664,2.38046,0.253664
FAM60A,37.8875,38.3115,0.0160579
DENND5B,0.119841,0.708366,2.56337
AMN1,2.20184,4.67033,1.08481
